"","carID","source","sourceTime","target","targetTime","type","value"
"888","20150619070601-944",9,"2015-07-19 04:39:23",1,"2015-07-19 04:27:24","3",1
"889","20150619070601-944",1,"2015-07-19 04:42:10",2,"2015-07-19 04:39:23","3",1
"890","20150619070601-944",2,"2015-07-19 04:45:27",3,"2015-07-19 04:42:10","3",1
"891","20150619070601-944",3,"2015-07-19 04:48:52",4,"2015-07-19 04:45:27","3",1
"892","20150619070601-944",4,"2015-07-19 05:01:11",5,"2015-07-19 04:48:52","3",1
"893","20150619070601-944",5,"2015-07-19 05:12:12",11,"2015-07-19 05:01:11","3",1
"894","20150619070601-944",11,"2015-07-25 19:27:03",11,"2015-07-19 05:12:12","3",1
"895","20150619070601-944",11,"2015-07-25 19:37:57",5,"2015-07-25 19:27:03","3",1
"896","20150619070601-944",5,"2015-07-25 19:50:16",4,"2015-07-25 19:37:57","3",1
"897","20150619070601-944",4,"2015-07-25 19:53:42",3,"2015-07-25 19:50:16","3",1
"898","20150619070601-944",3,"2015-07-25 19:56:58",2,"2015-07-25 19:53:42","3",1
"899","20150619070601-944",2,"2015-07-25 19:59:45",1,"2015-07-25 19:56:58","3",1
"900","20150619070601-944",1,"2015-07-25 20:21:47",0,"2015-07-25 19:59:45","3",1
"901","20155121045154-254",0,"2015-08-21 02:06:52",8,"2015-08-21 01:51:54","2",1
"902","20155121045154-254",8,"2015-08-21 02:20:06",7,"2015-08-21 02:06:52","2",1
"903","20160613110626-504",14,"2016-03-13 08:07:50",15,"2016-03-13 08:06:26","2P",1
"904","20160613110626-504",15,"2016-03-13 08:17:02",5,"2016-03-13 08:07:50","2P",1
"905","20160613110626-504",5,"2016-03-13 08:27:47",4,"2016-03-13 08:17:02","2P",1
"906","20160613110626-504",4,"2016-03-13 08:30:47",3,"2016-03-13 08:27:47","2P",1
"907","20160613110626-504",3,"2016-03-13 09:20:49",3,"2016-03-13 08:30:47","2P",1
"908","20160613110626-504",3,"2016-03-13 09:23:37",2,"2016-03-13 09:20:49","2P",1
"909","20160613110626-504",2,"2016-03-13 09:26:04",1,"2016-03-13 09:23:37","2P",1
"910","20160613110626-504",1,"2016-03-13 09:36:29",9,"2016-03-13 09:26:04","2P",1
"911","20160613110626-504",9,"2016-03-13 09:43:02",8,"2016-03-13 09:36:29","2P",1
"912","20160613110626-504",8,"2016-03-13 09:54:43",29,"2016-03-13 09:43:02","2P",1
"913","20160613110626-504",29,"2016-03-13 10:10:45",29,"2016-03-13 09:54:43","2P",1
"914","20160613110626-504",29,"2016-03-13 10:22:24",8,"2016-03-13 10:10:45","2P",1
"915","20160613110626-504",8,"2016-03-13 10:28:55",9,"2016-03-13 10:22:24","2P",1
"916","20160613110626-504",9,"2016-03-13 10:39:20",1,"2016-03-13 10:28:55","2P",1
"917","20160613110626-504",1,"2016-03-13 10:41:47",2,"2016-03-13 10:39:20","2P",1
"918","20160613110626-504",2,"2016-03-13 11:01:49",2,"2016-03-13 10:41:47","2P",1
"919","20160613110626-504",2,"2016-03-13 11:04:38",3,"2016-03-13 11:01:49","2P",1
"920","20160613110626-504",3,"2016-03-13 11:07:38",4,"2016-03-13 11:04:38","2P",1
"921","20160613110626-504",4,"2016-03-13 11:18:22",5,"2016-03-13 11:07:38","2P",1
"922","20160613110626-504",5,"2016-03-13 11:27:34",15,"2016-03-13 11:18:22","2P",1
"923","20160613110626-504",15,"2016-03-13 11:29:01",14,"2016-03-13 11:27:34","2P",1
"924","20152729032736-810",7,"2015-06-29 12:33:52",12,"2015-06-29 12:27:36","2",1
"925","20152729032736-810",12,"2015-06-30 18:49:06",12,"2015-06-29 12:33:52","2",1
"926","20152729032736-810",12,"2015-06-30 18:55:21",7,"2015-06-30 18:49:06","2",1
"927","20150831010842-156",0,"2015-10-31 10:25:53",8,"2015-10-31 10:08:42","2",1
"928","20150831010842-156",8,"2015-10-31 10:41:00",7,"2015-10-31 10:25:53","2",1
"929","20154213094240-842",10,"2015-09-13 07:01:22",4,"2015-09-13 06:42:40","1",1
"930","20154213094240-842",4,"2015-09-13 07:04:22",3,"2015-09-13 07:01:22","1",1
"931","20154213094240-842",3,"2015-09-13 07:07:14",2,"2015-09-13 07:04:22","1",1
"932","20154213094240-842",2,"2015-09-13 07:09:41",1,"2015-09-13 07:07:14","1",1
"933","20154213094240-842",1,"2015-09-13 07:20:11",9,"2015-09-13 07:09:41","1",1
"934","20154213094240-842",9,"2015-09-13 07:26:48",8,"2015-09-13 07:20:11","1",1
"935","20154213094240-842",8,"2015-09-13 07:36:12",28,"2015-09-13 07:26:48","1",1
"936","20154213094240-842",28,"2015-09-14 09:48:26",28,"2015-09-13 07:36:12","1",1
"937","20154213094240-842",28,"2015-09-14 09:57:49",8,"2015-09-14 09:48:26","1",1
"938","20154213094240-842",8,"2015-09-14 10:11:41",0,"2015-09-14 09:57:49","1",1
"939","20155903015900-12",7,"2015-07-03 11:12:45",8,"2015-07-03 10:59:00","1",1
"940","20155903015900-12",8,"2015-07-03 11:20:11",9,"2015-07-03 11:12:45","1",1
"941","20155903015900-12",9,"2015-07-03 11:32:02",1,"2015-07-03 11:20:11","1",1
"942","20155903015900-12",1,"2015-07-03 11:34:48",2,"2015-07-03 11:32:02","1",1
"943","20155903015900-12",2,"2015-07-03 11:38:03",3,"2015-07-03 11:34:48","1",1
"944","20155903015900-12",3,"2015-07-03 11:41:26",4,"2015-07-03 11:38:03","1",1
"945","20155903015900-12",4,"2015-07-03 11:53:39",5,"2015-07-03 11:41:26","1",1
"946","20155903015900-12",5,"2015-07-03 12:04:33",11,"2015-07-03 11:53:39","1",1
"947","20155903015900-12",11,"2015-07-03 12:04:42",11,"2015-07-03 12:04:33","1",1
"948","20155903015900-12",11,"2015-07-03 12:15:31",5,"2015-07-03 12:04:42","1",1
"949","20155903015900-12",5,"2015-07-03 12:27:44",4,"2015-07-03 12:15:31","1",1
"950","20155903015900-12",4,"2015-07-03 12:31:08",3,"2015-07-03 12:27:44","1",1
"951","20155903015900-12",3,"2015-07-03 12:34:21",2,"2015-07-03 12:31:08","1",1
"952","20155903015900-12",2,"2015-07-03 12:37:08",1,"2015-07-03 12:34:21","1",1
"953","20155903015900-12",1,"2015-07-03 12:58:54",0,"2015-07-03 12:37:08","1",1
"954","20151722061712-453",0,"2015-08-22 03:34:09",8,"2015-08-22 03:17:12","1",1
"955","20151722061712-453",8,"2015-08-22 03:45:39",28,"2015-08-22 03:34:09","1",1
"956","20151722061712-453",28,"2015-08-25 15:34:10",28,"2015-08-22 03:45:39","1",1
"957","20151722061712-453",28,"2015-08-25 15:45:37",8,"2015-08-25 15:34:10","1",1
"958","20151722061712-453",8,"2015-08-25 16:02:33",0,"2015-08-25 15:45:37","1",1
"959","20152615102606-97",7,"2015-06-15 07:40:29",8,"2015-06-15 07:26:06","3",1
"960","20152615102606-97",8,"2015-06-15 07:48:18",9,"2015-06-15 07:40:29","3",1
"961","20152615102606-97",9,"2015-06-15 08:00:42",1,"2015-06-15 07:48:18","3",1
"962","20152615102606-97",1,"2015-06-15 08:03:37",2,"2015-06-15 08:00:42","3",1
"963","20152615102606-97",2,"2015-06-15 08:07:00",3,"2015-06-15 08:03:37","3",1
"964","20152615102606-97",3,"2015-06-15 08:10:33",4,"2015-06-15 08:07:00","3",1
"965","20152615102606-97",4,"2015-06-15 08:32:47",10,"2015-06-15 08:10:33","3",1
"966","20154813094806-514",10,"2015-07-13 07:08:13",4,"2015-07-13 06:48:06","2",1
"967","20154813094806-514",4,"2015-07-13 07:11:28",3,"2015-07-13 07:08:13","2",1
"968","20154813094806-514",3,"2015-07-13 07:14:32",2,"2015-07-13 07:11:28","2",1
"969","20154813094806-514",2,"2015-07-13 07:17:10",1,"2015-07-13 07:14:32","2",1
"970","20154813094806-514",1,"2015-07-13 07:28:29",9,"2015-07-13 07:17:10","2",1
"971","20154813094806-514",9,"2015-07-13 07:35:35",8,"2015-07-13 07:28:29","2",1
"972","20154813094806-514",8,"2015-07-13 07:45:26",33,"2015-07-13 07:35:35","2",1
"973","20154813094806-514",33,"2015-07-14 06:02:11",33,"2015-07-13 07:45:26","2",1
"974","20154813094806-514",33,"2015-07-14 06:11:57",8,"2015-07-14 06:02:11","2",1
"975","20154813094806-514",8,"2015-07-14 06:26:55",0,"2015-07-14 06:11:57","2",1
"976","20154315094344-834",27,"2015-07-15 06:57:17",9,"2015-07-15 06:43:44","2",1
"977","20154315094344-834",9,"2015-07-15 07:04:54",8,"2015-07-15 06:57:17","2",1
"978","20154315094344-834",8,"2015-07-15 07:24:13",12,"2015-07-15 07:04:54","2",1
"979","20154315094344-834",12,"2015-07-19 18:24:46",12,"2015-07-15 07:24:13","2",1
"980","20154315094344-834",12,"2015-07-19 18:43:59",8,"2015-07-19 18:24:46","2",1
"981","20154315094344-834",8,"2015-07-19 19:00:00",0,"2015-07-19 18:43:59","2",1
"982","20150704020738-670",0,"2015-09-04 11:21:38",8,"2015-09-04 11:07:38","3",1
"983","20150704020738-670",8,"2015-09-04 11:31:07",28,"2015-09-04 11:21:38","3",1
"984","20150704020738-670",28,"2015-09-07 04:29:46",28,"2015-09-04 11:31:07","3",1
"985","20150704020738-670",28,"2015-09-07 04:39:13",8,"2015-09-07 04:29:46","3",1
"986","20150704020738-670",8,"2015-09-07 04:45:51",9,"2015-09-07 04:39:13","3",1
"987","20150704020738-670",9,"2015-09-07 04:57:46",27,"2015-09-07 04:45:51","3",1
"988","20153927073957-20",6,"2015-06-27 16:49:10",5,"2015-06-27 16:39:57","6",1
"989","20153927073957-20",5,"2015-06-27 16:59:47",4,"2015-06-27 16:49:10","6",1
"990","20153927073957-20",4,"2015-06-27 17:02:43",3,"2015-06-27 16:59:47","6",1
"991","20153927073957-20",3,"2015-06-27 17:05:31",2,"2015-06-27 17:02:43","6",1
"992","20153927073957-20",2,"2015-06-27 17:07:55",1,"2015-06-27 17:05:31","6",1
"993","20153927073957-20",1,"2015-06-27 17:09:21",27,"2015-06-27 17:07:55","6",1
"994","20154915054928-622",10,"2015-05-15 15:08:31",6,"2015-05-15 14:49:28","1",1
"995","20155615055609-330",6,"2015-09-15 15:03:06",21,"2015-09-15 14:56:09","1",1
"996","20155615055609-330",21,"2015-09-15 15:12:20",23,"2015-09-15 15:03:06","1",1
"997","20155615055609-330",23,"2015-09-16 16:17:10",23,"2015-09-15 15:12:20","1",1
"998","20155615055609-330",23,"2015-09-16 16:26:19",21,"2015-09-16 16:17:10","1",1
"999","20155615055609-330",21,"2015-09-16 16:33:18",6,"2015-09-16 16:26:19","1",1
"1000","20151222031241-371",0,"2015-06-22 12:29:49",8,"2015-06-22 12:12:41","1",1
